GeneID	GOTerm	GOTermDescription	Description	Alias	EntrezID	Source
RPC82	GO:0003677	"""DNA binding"""	RNA polymerase III subunit C82	YPR190C|RPC80|RPC3|DNA-directed RNA polymerase III subunit C82	20180922	InterPro
SFP1	GO:0003677	"""DNA binding"""	Regulates transcription of ribosomal protein and biogenesis genes	YLR403W|[ISP(+)]|[ISP+]|zinc-coordinating transcription factor SFP1	20180922	UniProt
MAC1	GO:0003677	"""DNA binding"""	Copper-sensing transcription factor	YMR021C|CUA1	20180922	InterPro
MAC1	GO:0003677	"""DNA binding"""	Copper-sensing transcription factor	YMR021C|CUA1	20180922	InterPro
MAC1	GO:0003677	"""DNA binding"""	Copper-sensing transcription factor	YMR021C|CUA1	20180922	UniProt
TFA2	GO:0003677	"""DNA binding"""	TFIIE small subunit	YKR062W|transcription factor TFIIE subunit TFA2	20180922	UniProt
UME6	GO:0003677	"""DNA binding"""	Rpd3L histone deacetylase complex subunit	YDR207C|CAR80|NIM2|RIM16|DNA-binding transcriptional regulator UME6	20180922	UniProt
RFC2	GO:0003677	"""DNA binding"""	Subunit of heteropentameric Replication factor C (RF-C)	YJR068W|replication factor C subunit 2	20180922	InterPro
RPC10	GO:0003677	"""DNA binding"""	"RNA polymerase subunit ABC10-alpha, found in RNA pol I, II, and III"	YHR143W-A|RPB12|ABC10-alpha|DNA-directed RNA polymerase core subunit RPC10	20180922	InterPro
XBP1	GO:0003677	"""DNA binding"""	Transcriptional repressor	YIL101C	20180922	InterPro
XBP1	GO:0003677	"""DNA binding"""	Transcriptional repressor	YIL101C	20180922	UniProt
RRN7	GO:0003677	"""DNA binding"""	Component of the core factor (CF) rDNA transcription factor complex	YJL025W	20180922	UniProt
BDP1	GO:0003677	"""DNA binding"""	Essential subunit of RNA polymerase III transcription factor (TFIIIB)	"YNL039W|TFIIIB90|TFC7|B""|TFC5|transcription factor TFIIIB subunit BDP1"	20180922	InterPro
SIP4	GO:0003677	"""DNA binding"""	C6 zinc cluster transcriptional activator	YJL089W	20180922	UniProt
ORC1	GO:0003677	"""DNA binding"""	Largest subunit of the origin recognition complex	YML065W|origin recognition complex subunit 1	20180922	UniProt
RGM1	GO:0003677	"""DNA binding"""	Putative zinc finger DNA binding transcription factor	YMR182C	20180922	UniProt
YDR210W-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YDR210W-B|gag-pol fusion protein	20180922	UniProt
YAP6	GO:0003677	"""DNA binding"""	Basic leucine zipper (bZIP) transcription factor	YDR259C|HAL7	20180922	UniProt
SWR1	GO:0003677	"""DNA binding"""	Swi2/Snf2-related ATPase	YDR334W|chromatin-remodeling protein SWR1	20180922	UniProt
HMI1	GO:0003677	"""DNA binding"""	Mitochondrial inner membrane localized ATP-dependent DNA helicase	YOL095C|ATP-dependent 3'-5' DNA helicase	20180922	InterPro
HPC2	GO:0003677	"""DNA binding"""	Subunit of the HIR complex	YBR215W	20080212	SGD
CTF4	GO:0003677	"""DNA binding"""	Chromatin-associated protein	YPR135W|CHL15|POB1|chromatin-binding protein CTF4	20010118	SGD
YGR038C-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YGR038C-B|gag-pol fusion protein	20180922	UniProt
TFC8	GO:0003677	"""DNA binding"""	Subunit of RNA polymerase III transcription initiation factor complex	YPL007C|tau 60|transcription factor TFIIIC subunit TFC8	20180922	UniProt
ABF2	GO:0003677	"""DNA binding"""	Mitochondrial DNA-binding protein	YMR072W|p19|HM|mtTFA|DNA-binding protein ABF2	20160921	SGD
ABF2	GO:0003677	"""DNA binding"""	Mitochondrial DNA-binding protein	YMR072W|p19|HM|mtTFA|DNA-binding protein ABF2	20020917	SGD
MEC3	GO:0003677	"""DNA binding"""	DNA damage and meiotic pachytene checkpoint protein	YLR288C|PIP3|PSO9	20021103	SGD
CBF2	GO:0003677	"""DNA binding"""	Essential kinetochore protein	YGR140W|CSL5|CBF3A|CEP2|CTF14|NDC10	20180922	UniProt
MPH1	GO:0003677	"""DNA binding"""	3'-5' DNA helicase involved in error-free bypass of DNA lesions	YIR002C|3'-5' DNA helicase	20180922	InterPro
YMR045C	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YMR045C|gag-pol fusion protein	20180922	UniProt
YHM2	GO:0003677	"""DNA binding"""	Citrate and oxoglutarate carrier protein	YMR241W	20050623	SGD
MIF2	GO:0003677	"""DNA binding"""	Protein required for structural integrity of elongating spindles	YKL089W	20180922	UniProt
CTF13	GO:0003677	"""DNA binding"""	Subunit of the CBF3 complex	YMR094W|CBF3C	20180922	UniProt
RPC25	GO:0003677	"""DNA binding"""	RNA polymerase III subunit C25	YKL144C|YKL1|C25|DNA-directed RNA polymerase III subunit RPC25	20180922	InterPro
IOC4	GO:0003677	"""DNA binding"""	Member of a complex (Isw1b) with Isw1p and Ioc2p	YMR044W	20160112	SGD
SNT2	GO:0003677	"""DNA binding"""	"Subunit of Snt2C complex, RING finger ubiquitin ligase (E3)"	YGL131C|DNA-binding E3 ubiquitin-protein ligase SNT2	20180922	InterPro
HMS1	GO:0003677	"""DNA binding"""	bHLH protein with similarity to myc-family transcription factors	YOR032C	20180922	UniProt
YKU80	GO:0003677	"""DNA binding"""	Subunit of telomeric Ku complex (Yku70p-Yku80p)	YMR106C|HDF2|ATP-dependent DNA helicase YKU80	20051003	SGD
RAD27	GO:0003677	"""DNA binding"""	"5' to 3' exonuclease, 5' flap endonuclease"	YKL113C|ERC11|RTH1|FEN1|multifunctional nuclease RAD27	20180922	InterPro
INO2	GO:0003677	"""DNA binding"""	Transcription factor	YDR123C|DIE1|SCS1	20180922	UniProt
MIG3	GO:0003677	"""DNA binding"""	Transcriptional regulator	YER028C	20180922	UniProt
COM2	GO:0003677	"""DNA binding"""	Transcription factor that binds IME1 Upstream Activation Signal (UAS)	YER130C	20180922	UniProt
RPH1	GO:0003677	"""DNA binding"""	JmjC domain-containing histone demethylase	YER169W|KDM4	20180922	UniProt
TOG1	GO:0003677	"""DNA binding"""	Transcriptional activator of oleate genes	YER184C	20180922	InterPro
TOG1	GO:0003677	"""DNA binding"""	Transcriptional activator of oleate genes	YER184C	20180922	UniProt
YDR210C-D	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YDR210C-D|YDR210W-D|gag-pol fusion protein	20180922	UniProt
GAT4	GO:0003677	"""DNA binding"""	Protein containing GATA family zinc finger motifs	YIR013C	20180922	UniProt
MET28	GO:0003677	"""DNA binding"""	bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex	YIR017C	20180922	UniProt
ARR1	GO:0003677	"""DNA binding"""	Transcriptional activator of the basic leucine zipper (bZIP) family	YPR199C|ACR1|YAP8	20140404	SGD
HDA3	GO:0003677	"""DNA binding"""	Subunit of the HDA1 histone deacetylase complex	YPR179C|PLO1	20090710	SGD
HDA2	GO:0003677	"""DNA binding"""	Subunit of the HDA1 histone deacetylase complex	YDR295C|PLO2	20090710	SGD
MHR1	GO:0003677	"""DNA binding"""	Mitochondrial ribosomal protein of the large subunit	YDR296W|XTC1|mL67	20090916	SGD
IOC2	GO:0003677	"""DNA binding"""	Subunit of the Isw1b complex	YLR095C	20151016	SGD
CMR3	GO:0003677	"""DNA binding"""	Putative zinc finger protein	YPR013C	20121024	SGD
YGR109W-A	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag gene co-transcribed with TYB Pol	YGR109W-A|gag protein	20120619	SGD
YGR109W-A	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag gene co-transcribed with TYB Pol	YGR109W-A|gag protein	20120619	SGD
CMR1	GO:0003677	"""DNA binding"""	Nuclear protein with a role in protein quality control	YDL156W	20120315	SGD
NSE3	GO:0003677	"""DNA binding"""	Component of the SMC5-SMC6 complex	YDR288W|Smc5-Smc6 complex subunit NSE3	20031230	SGD
SWC4	GO:0003677	"""DNA binding"""	Component of the Swr1p complex that incorporates Htz1p into chromatin	YGR002C|EAF2|GOD1	20031231	SGD
THO2	GO:0003677	"""DNA binding"""	Subunit of the THO complex	YNL139C|RLR1|LDB5|ZRG13	20050331	SGD
SPT23	GO:0003677	"""DNA binding"""	ER membrane protein involved in regulation of OLE1 transcription	YKL020C	20050331	SGD
HAP5	GO:0003677	"""DNA binding"""	Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex	YOR358W	20050331	SGD
DIG1	GO:0003677	"""DNA binding"""	MAP kinase-responsive inhibitor of the Ste12p transcription factor	YPL049C|RST1	20050331	SGD
RDS1	GO:0003677	"""DNA binding"""	Putative zinc cluster transcription factor	YCR106W	20050331	SGD
STB4	GO:0003677	"""DNA binding"""	Putative transcription factor	YMR019W	20050331	SGD
SNT2	GO:0003677	"""DNA binding"""	"Subunit of Snt2C complex, RING finger ubiquitin ligase (E3)"	YGL131C|DNA-binding E3 ubiquitin-protein ligase SNT2	20050331	SGD
NSI1	GO:0003677	"""DNA binding"""	RNA polymerase I termination factor	YDR026C|YTT1	20050331	SGD
HHF1	GO:0003677	"""DNA binding"""	Histone H4	YBR009C|histone H4	20020204	SGD
HHF2	GO:0003677	"""DNA binding"""	Histone H4	YNL030W|histone H4	20020204	SGD
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20160422	SGD
RPB2	GO:0003677	"""DNA binding"""	RNA polymerase II second largest subunit B150	YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2	20160422	SGD
SPT5	GO:0003677	"""DNA binding"""	Spt4p/5p (DSIF) transcription elongation factor complex subunit	YML010W|transcription elongation factor SPT5	20160422	SGD
HHT1	GO:0003677	"""DNA binding"""	Histone H3	YBR010W|BUR5|SIN2|histone H3	20020204	SGD
HHT2	GO:0003677	"""DNA binding"""	Histone H3	YNL031C|histone H3	20020204	SGD
YPL060C-A	GO:0003677	"""DNA binding"""	TyA Gag protein	YPL060C-A	20180922	UniProt
FOB1	GO:0003677	"""DNA binding"""	Nucleolar protein that binds the rDNA replication fork barrier site	YDR110W|HRM1|replication fork barrier binding protein FOB1	20180922	UniProt
YHR214C-B	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YHR214C-B|gag-pol fusion protein	20180922	UniProt
YAR009C	GO:0003677	"""DNA binding"""	Retrotransposon TYA Gag and TYB Pol genes	YAR009C|YARCTyB1-1|truncated gag-pol fusion protein	20180922	UniProt
MBF1	GO:0003677	"""DNA binding"""	Transcriptional coactivator	YOR298C-A|SUF13	20180922	InterPro
MBF1	GO:0003677	"""DNA binding"""	Transcriptional coactivator	YOR298C-A|SUF13	20180922	UniProt
HTB1	GO:0003677	"""DNA binding"""	Histone H2B	YDR224C|SPT12|histone H2B	20180922	InterPro
HTB1	GO:0003677	"""DNA binding"""	Histone H2B	YDR224C|SPT12|histone H2B	20180922	InterPro
HTB1	GO:0003677	"""DNA binding"""	Histone H2B	YDR224C|SPT12|histone H2B	20180922	UniProt
HTB2	GO:0003677	"""DNA binding"""	Histone H2B	YBL002W|histone H2B	20180922	UniProt
HHF1	GO:0003677	"""DNA binding"""	Histone H4	YBR009C|histone H4	20180922	InterPro
HHF1	GO:0003677	"""DNA binding"""	Histone H4	YBR009C|histone H4	20180922	InterPro
HHF2	GO:0003677	"""DNA binding"""	Histone H4	YNL030W|histone H4	20180922	InterPro
HHF2	GO:0003677	"""DNA binding"""	Histone H4	YNL030W|histone H4	20180922	InterPro
HHF1	GO:0003677	"""DNA binding"""	Histone H4	YBR009C|histone H4	20180922	UniProt
HHF2	GO:0003677	"""DNA binding"""	Histone H4	YNL030W|histone H4	20180922	UniProt
RPO31	GO:0003677	"""DNA binding"""	RNA polymerase III largest subunit C160	YOR116C|C160|RPC1|RPC160|DNA-directed RNA polymerase III core subunit RPO31	20180922	InterPro
RPO31	GO:0003677	"""DNA binding"""	RNA polymerase III largest subunit C160	YOR116C|C160|RPC1|RPC160|DNA-directed RNA polymerase III core subunit RPO31	20180922	InterPro
RPO31	GO:0003677	"""DNA binding"""	RNA polymerase III largest subunit C160	YOR116C|C160|RPC1|RPC160|DNA-directed RNA polymerase III core subunit RPO31	20180922	InterPro
RPO31	GO:0003677	"""DNA binding"""	RNA polymerase III largest subunit C160	YOR116C|C160|RPC1|RPC160|DNA-directed RNA polymerase III core subunit RPO31	20180922	InterPro
RPO31	GO:0003677	"""DNA binding"""	RNA polymerase III largest subunit C160	YOR116C|C160|RPC1|RPC160|DNA-directed RNA polymerase III core subunit RPO31	20180922	InterPro
RPO31	GO:0003677	"""DNA binding"""	RNA polymerase III largest subunit C160	YOR116C|C160|RPC1|RPC160|DNA-directed RNA polymerase III core subunit RPO31	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	UniProt
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
RPO21	GO:0003677	"""DNA binding"""	RNA polymerase II largest subunit B220	YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21	20180922	InterPro
GAL4	GO:0003677	"""DNA binding"""	DNA-binding transcription factor required for activating GAL genes	YPL248C|GAL81|galactose-responsive transcription factor GAL4	20180922	InterPro
GAL4	GO:0003677	"""DNA binding"""	DNA-binding transcription factor required for activating GAL genes	YPL248C|GAL81|galactose-responsive transcription factor GAL4	20180922	UniProt
GAL80	GO:0003677	"""DNA binding"""	Transcriptional regulator involved in the repression of GAL genes	YML051W|transcription regulator GAL80	20180922	UniProt
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	UniProt
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
TOP1	GO:0003677	"""DNA binding"""	Topoisomerase I	YOL006C|MAK1|MAK17|DNA topoisomerase 1	20180922	InterPro
CDC9	GO:0003677	"""DNA binding"""	DNA ligase I found in nucleus and mitochondria	YDL164C|MMS8|DNA ligase (ATP) CDC9	20180922	InterPro
CDC9	GO:0003677	"""DNA binding"""	DNA ligase I found in nucleus and mitochondria	YDL164C|MMS8|DNA ligase (ATP) CDC9	20180922	InterPro
HTA1	GO:0003677	"""DNA binding"""	Histone H2A	YDR225W|H2A1|SPT11|histone H2A	20180922	UniProt
PHR1	GO:0003677	"""DNA binding"""	DNA photolyase involved in photoreactivation	YOR386W|deoxyribodipyrimidine photo-lyase PHR1	20180922	UniProt
HTA1	GO:0003677	"""DNA binding"""	Histone H2A	YDR225W|H2A1|SPT11|histone H2A	20180922	InterPro
HTA1	GO:0003677	"""DNA binding"""	Histone H2A	YDR225W|H2A1|SPT11|histone H2A	20180922	InterPro
HTA2	GO:0003677	"""DNA binding"""	Histone H2A	YBL003C|H2A2|histone H2A	20180922	InterPro
HTA2	GO:0003677	"""DNA binding"""	Histone H2A	YBL003C|H2A2|histone H2A	20180922	InterPro
HTA2	GO:0003677	"""DNA binding"""	Histone H2A	YBL003C|H2A2|histone H2A	20180922	UniProt
ARG81	GO:0003677	"""DNA binding"""	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGRII|ARGR2	20180922	UniProt
SIR3	GO:0003677	"""DNA binding"""	Silencing protein	YLR442C|CMT1|MAR2|STE8|chromatin-silencing protein SIR3	20180922	UniProt
HAP2	GO:0003677	"""DNA binding"""	Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex	YGL237C	20180922	InterPro
HAP2	GO:0003677	"""DNA binding"""	Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex	YGL237C	20180922	UniProt
RAD1	GO:0003677	"""DNA binding"""	Single-stranded DNA endonuclease (with Rad10p)	YPL022W|LPB9|ssDNA endodeoxyribonuclease RAD1|RAD12	20180922	InterPro
RAD1	GO:0003677	"""DNA binding"""	Single-stranded DNA endonuclease (with Rad10p)	YPL022W|LPB9|ssDNA endodeoxyribonuclease RAD1|RAD12	20180922	UniProt
TOP2	GO:0003677	"""DNA binding"""	Topoisomerase II	YNL088W|TOR3|TRF3|DNA topoisomerase 2	20180922	InterPro
TOP2	GO:0003677	"""DNA binding"""	Topoisomerase II	YNL088W|TOR3|TRF3|DNA topoisomerase 2	20180922	InterPro
TOP2	GO:0003677	"""DNA binding"""	Topoisomerase II	YNL088W|TOR3|TRF3|DNA topoisomerase 2	20180922	InterPro
TOP2	GO:0003677	"""DNA binding"""	Topoisomerase II	YNL088W|TOR3|TRF3|DNA topoisomerase 2	20180922	InterPro
TOP2	GO:0003677	"""DNA binding"""	Topoisomerase II	YNL088W|TOR3|TRF3|DNA topoisomerase 2	20180922	InterPro
TOP2	GO:0003677	"""DNA binding"""	Topoisomerase II	YNL088W|TOR3|TRF3|DNA topoisomerase 2	20180922	InterPro
TOP2	GO:0003677	"""DNA binding"""	Topoisomerase II	YNL088W|TOR3|TRF3|DNA topoisomerase 2	20180922	UniProt
RAD3	GO:0003677	"""DNA binding"""	5' to 3' DNA helicase	YER171W|REM1|TFIIH/NER complex ATP-dependent 5'-3' DNA helicase subunit RAD3	20180922	InterPro
RAD3	GO:0003677	"""DNA binding"""	5' to 3' DNA helicase	YER171W|REM1|TFIIH/NER complex ATP-dependent 5'-3' DNA helicase subunit RAD3	20180922	InterPro
SPT2	GO:0003677	"""DNA binding"""	Protein involved in negative regulation of transcription	YER161C|EXA1|SIN1	20180922	UniProt
RAD3	GO:0003677	"""DNA binding"""	5' to 3' DNA helicase	YER171W|REM1|TFIIH/NER complex ATP-dependent 5'-3' DNA helicase subunit RAD3	20180922	UniProt
ADR1	GO:0003677	"""DNA binding"""	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	20180922	UniProt
ARG80	GO:0003677	"""DNA binding"""	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGRI|ARGR1	20180922	InterPro
ARG80	GO:0003677	"""DNA binding"""	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGRI|ARGR1	20180922	InterPro
